,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DIMETHYL FUMARATE 1 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,EGTA 1 mM,ETHANOL 12,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 120 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,TRITON 3,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANCOMYCIN 100 ugmL,VANCOMYCIN 60 ugmL,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6,M9 A KETOGLUTARATE 1,M9 ACETATE 1,M9 ALANINE 1,M9 FRUCTOSE 1,M9 GLYCEROL 1,M9 MALATE 1,M9 MALTOSE 1,M9 MANNITOL 1,M9 PROLINE 1,M9 PYRUVATE 1,M9 SUCCINATE 1,M9 SUCROSE 1,M9 TREHALOSE 1
VC0086 - tatA-1 - tatA protein,5.942812713,0.069055496,-1.765034752,-2.257852366,-0.864611649,0.883837745,-0.113865882,-1.438962109,0.920799359,1.393296329,0.023475383,0.307687959,1.914941657,1.295187212,-0.179430994,-0.844554115,2.388541126,0.548487987,0.144330016,-0.45599541,-0.470785492,1.56573424,0.494465222,-0.016907968,-0.226675086,0.409823479,2.042506181,1.042000797,0.449964268,-0.984589143,0.900853004,-0.295731065,1.189369729,1.901958883,2.027026712,2.053919407,2.768819199,2.1709518,1.847416545,-0.757735119,0.902633556,1.243983517,2.999439499,-0.20570226,-1.046122903,-0.215455566,2.457694493,-0.172715389,-2.200950909,1.058704768,-0.702469178,-0.517619381,-2.457341675,-3.219288668,-1.610206833,-0.212370498,-0.702863198,-3.774357132,-0.398400542,-2.348007262,-0.92847419,-0.341461079,-3.60119246,-0.910767808,-0.039093313,-1.031320214,0.915246277,-0.655509936,-0.914965844,-1.631150939,-1.752856218,1.525928148,0.741216096,-2.211580537,-1.849952145,-0.405140477,2.179813121,0.026796488,-0.986696751,-0.22734855,-0.557083336,-0.800836763,0.71990891,1.109288996,-0.216435489,-0.309954566,3.71119898,-0.357588313,-1.41178461,,1.225551537,2.141893815,2.162666849,0.975292175,-0.645768926,-0.557764123,-0.835597786,0.076137474,,-1.449306968,-1.701279548,4.00601538,0.603656889,1.432602495,-0.53964101,-1.136124844
VC0087 - tatB - conserved hypothetical protein,-0.940940117,0.271995368,1.33583109,-0.460559902,0.196099335,-0.832096586,-0.085235608,-0.24947907,-0.727631449,0.517917433,-1.769833099,1.084256949,-1.006029149,0.936157529,-1.006068374,1.477350919,-0.040053512,0.327916453,-0.088143902,0.623072132,0.818864323,-0.389787858,-1.291566708,-0.245932612,-0.851802988,0.430937785,0.56751132,-0.889301377,-0.213064053,-0.730143596,0.089333243,0.15730729,0.131309158,-1.14947559,-0.584890786,-0.712535333,0.211036289,-1.042656808,-1.818636181,-1.939029413,0.738942442,0.3431613,-0.54664724,-0.155628096,-0.676385727,1.388496592,0.903980601,0.365980403,1.202941067,0.770052712,0.469000445,1.698670253,-0.31050444,0.549631824,0.840078351,-0.01322152,0.607784531,-0.318577404,-0.240556779,-1.780246962,-2.30755353,1.081692025,-0.217479015,-1.715244393,-0.750830643,-0.847795996,-0.059872086,1.557254555,-1.397308213,0.721112284,0.710528989,0.694029163,2.379765273,-0.174204502,-1.495573192,-1.319475608,-0.193940857,-0.901608744,-0.276718355,-0.24239559,2.419131796,0.54073253,-2.039559124,2.046570816,-0.576349067,0.250603812,-0.192451331,1.621638076,-0.421150337,,0.394497575,0.795805727,1.110919309,0.805944405,-0.693091979,-6.387365648,0.045810206,0.721671284,,0.071418352,0.349508441,-1.054737526,1.144041016,-0.378253975,-0.665975858,-1.179940775
VC0088 - tatC - conserved hypothetical protein,0.289939185,-1.115294244,-1.027992098,0.482495771,-0.146202724,0.685590074,0.119825766,0.876725654,-1.355243135,0.539693891,-1.119308799,0.149596969,-0.64450034,0.647186037,0.039488622,0.543001001,2.262397503,1.875927671,0.028487109,0.510362235,0.715215828,-0.392568609,0.05487974,-0.573635607,-0.160583698,-1.739352346,-0.294098002,-0.263912587,1.252729219,0.299643904,1.869713841,1.78592716,-0.255949761,-0.320653555,0.071003106,-2.93077067,1.088338533,-0.976688521,-0.687939583,-0.576978439,0.849853858,-0.770521122,-1.206197396,-0.767885562,0.648674194,-0.297728931,2.031009835,0.285577025,-0.715579041,1.036829589,-0.130817069,0.108157469,-0.663938844,0.467681474,-0.628815929,-0.98827781,0.937714681,-1.235487716,1.61432288,-2.124780698,-1.219023275,1.741206225,-1.334509883,-0.320297666,-0.162002495,-0.649941728,1.831329046,0.716108694,-0.303151545,-1.482126918,0.003874405,2.044065397,2.044681193,0.612831744,-0.312944003,-1.448308832,-0.521299402,0.153582486,-0.579373472,1.497111,-0.104241235,1.739108877,-0.152530218,1.393840626,-0.894821084,-1.24278953,1.17429328,2.428561675,1.094670491,,-0.873686916,1.296330986,-0.569785974,0.904464084,1.2520652,-0.570909395,-0.037761363,2.006661613,,-0.343757447,-0.300302274,-1.360798775,0.496730441,0.639048221,-0.163378584,-1.434991003
VC0089 - yhjA - cytochrome c551 peroxidase,-0.461328414,-0.918186843,-0.375031847,0.535321077,-0.843521113,-0.383867292,-1.362159595,-0.234319772,-0.120429041,0.07122941,-1.188571316,-1.641112505,0.567598033,-0.975945313,0.786878596,-0.761598583,0.149781715,-0.772764927,-0.013737824,0.86573064,1.427355571,0.737044163,-0.096856021,1.021812337,0.452079912,0.51841603,0.891348769,2.823715716,-0.419902842,-0.122190687,0.639751165,2.98470889,0.751986952,-5.631506628,0.419679019,-1.635441141,0.761046315,0.401294495,0.22186305,0.187868485,-1.454685868,1.080974626,0.926730971,-0.620082365,-0.177085883,-1.248361538,1.057492339,-0.311329336,0.756628427,-0.406566475,-0.443582535,0.340207932,-1.023791426,-0.038688268,0.883692111,0.961508699,0.878632115,0.153378527,0.694193301,-0.340167582,0.369839584,-0.667826669,0.512201788,0.018465281,0.793015146,0.487397465,-1.236596362,-0.181929452,0.394741404,-1.778069254,-0.068187479,-0.093875435,0.515595807,0.710293734,-0.402848427,-0.00401023,-0.149560881,-0.354176779,2.562911138,0.622154121,-0.347333305,0.35600203,-0.270360483,0.813256878,-0.130295373,-0.386630619,0.983595688,0.462902082,1.601931587,-0.290198158,1.542364785,0.580308588,0.957174235,0.748951407,0.405561783,,0.791736876,0.046254826,0.211110909,2.035164152,-0.088714425,-1.009902667,-0.02037516,-0.243280377,0.030436461,-0.715097566
VC0090 - dinF - DNA-damage-inducible protein F,0.31225527,1.106579416,0.291777227,-0.917964016,0.412196141,0.597251894,-1.310900689,-1.021892327,1.19103738,0.771653846,1.654716723,-1.030567513,0.813056629,0.857735732,0.697306934,-0.282227951,-2.302311515,-2.052666458,-3.807592679,-0.175030305,-0.553887005,0.21187341,0.483903511,0.275301003,1.530767828,1.501846715,-1.055765662,-1.765572468,-2.018467815,-2.465511027,-2.148093743,-0.836710758,-0.346691762,0.013882184,-1.902056932,-0.157343656,0.256703087,-0.15586114,1.104439061,0.208793526,0.563348217,1.235776681,2.025326741,1.934087111,-0.164103105,-0.087109851,-0.3758691,-1.104790753,-0.216986719,-1.998865892,0.0655747,0.706437323,-0.404710888,1.168776305,0.935733602,-0.430213785,-0.946840336,0.559144425,0.850464316,-0.128859209,-0.017248145,0.633126164,1.695050824,-0.200716881,-0.183260485,-0.55091622,-2.711636015,0.398031074,0.436586444,-0.084761898,0.110153209,-1.851264943,0.226926355,0.080539773,0.579372917,1.094472345,1.968556259,1.212145923,0.143893087,-1.886642966,0.515048837,1.079827687,1.452477766,-0.682529471,2.685785729,2.160067031,-0.867465904,0.543509884,-0.490891946,-0.460099135,0.907690544,-0.478901591,-0.232595101,-0.579800922,-0.121822933,,-0.91848862,0.903503651,-0.549145512,1.131524122,-0.366240613,-0.232241708,0.051954607,0.081974966,0.77729384,0.520585954
VC0091 - ukn - O-methyltransferase-related protein,0.308638821,-1.509041998,0.739284271,-1.280244407,0.46923606,-1.307807958,0.035826468,0.680278428,0.92065789,1.492372743,-1.040507582,1.042352704,0.243290828,-0.126267962,-0.276996691,0.190178661,1.170789898,0.447077976,-0.871782373,2.619868857,1.960084317,0.6018952,1.249020966,0.527279355,1.143935736,-1.405313741,-0.393080762,-1.162360571,1.55732256,0.764142751,1.560380968,0.653303926,0.955835933,-0.491671996,-0.536214892,-0.909913032,-0.751785506,-1.090814921,-0.599982991,-0.282871452,-0.446685163,0.26284424,-0.476343699,-0.372255555,-0.900596981,-0.129303876,-0.95855426,-2.110299226,1.823560688,-0.679542858,0.810933245,0.88338792,0.759978606,0.061125351,0.672585266,-1.095203591,0.95630005,-0.084284666,0.830879837,0.65777836,-1.754126283,0.125169553,-1.439523859,-1.596541426,-0.604088218,-2.309686344,-0.167199258,2.596835363,0.59138842,1.005674544,0.645695827,-0.004353514,0.242645042,1.512540079,-0.317243011,-0.555162237,0.409193745,0.008224818,-1.607527681,-0.343654641,1.303323682,1.666318852,-0.711658489,0.920877296,-0.765479209,-1.073342196,1.600399371,0.211012685,2.303947393,,-1.239327462,0.200104931,0.738026872,0.085267393,-0.3225533,-6.040540329,-5.128590768,1.038301429,,-1.248488523,0.394781506,-0.254407784,0.15267661,2.404213669,-2.561974637,-0.644351218
VC0092 - lexA - LexA repressor,0.654947522,1.979753034,1.653917302,-1.492196963,1.065603914,-0.763538754,-4.827713212,-11.45803964,-4.618509875,-2.095935555,4.654155497,-1.392742688,5.257134078,-23.64277345,1.676276063,0.643232058,1.159498249,3.064575126,-0.603845375,0.319869394,1.064475434,-0.634776601,-0.795261774,0.176083869,1.053118544,-4.005491663,-3.967980789,-0.755133184,0.494711391,0.415453693,0.366213505,1.537582541,1.652504745,1.182303258,-14.60176313,3.155867884,-0.966107927,-0.307528184,3.647611163,-3.022571868,0.972100414,0.207235671,0.92621288,3.730562977,-5.284179429,-18.78209496,-15.20354925,-16.77441476,-5.026439918,-16.28454737,-7.576694851,2.090672046,0.57346502,0.35654761,0.287028443,-3.297116789,-4.271385966,-0.281535484,-4.59554069,-0.531570206,-0.087435816,-18.34546951,-2.227655734,-4.16203795,-2.893646399,-0.687420181,2.016723342,2.684070936,-0.635203861,-4.684134734,-12.70735591,0.25354423,-0.508124544,-0.954457919,-1.972255494,-3.692694175,2.651297731,3.861588723,-3.103743891,-3.060710931,-0.495304957,0.127181889,1.23861493,-0.523120663,-0.004021945,1.406086219,2.759294431,-0.848492759,-2.40898679,,-3.591831576,1.767206981,-1.295727886,-2.384964921,-1.387077431,0.131677878,0.097852226,-1.215959168,,-1.768233575,3.076510782,-1.709144847,-0.539243551,4.521473349,2.864262816,0.139993256
VC0093 - plsB - glycerol-3-phosphate acyltransferase,-5.794046391,-0.799502228,0.996989481,-0.470824851,0.468951648,-0.659260169,0.780736336,0.662336593,0.681514773,1.103694273,-2.190698085,-1.584700858,1.505851313,1.722113389,-1.11585275,0.194054895,0.592684731,0.252290752,-2.004482542,0.834798999,0.146945281,-0.430265536,0.610792377,-0.758065254,0.220997995,0.043018431,0.0835402,-1.930741912,0.905379219,0.279944728,1.621400243,0.291394894,1.497216087,-1.17096161,-0.127860137,-0.221648026,-0.499633192,-2.229396972,-1.241302691,-0.618365191,-1.205711067,0.335527227,-1.500107649,-1.414924159,0.395572569,0.690457643,0.990079313,0.463463957,1.920695017,1.875890338,0.862823721,-0.229317605,1.693237286,1.183283745,0.338377553,-1.277679562,2.39626782,-1.174018777,0.295732085,0.618650816,-1.125822743,0.567630546,-1.868807415,-1.223446087,-1.359281557,-0.934329743,1.15368036,2.822046399,-0.054269766,1.60728864,1.288366839,0.129779245,-0.692413648,0.944131448,-0.727183411,-0.509000888,0.483500016,1.699497715,-1.856157422,-0.418591076,1.848950678,1.81865428,-0.752680156,0.584772856,-1.932724649,-2.603973804,0.487435902,-0.398909774,1.578636395,,-0.49253712,0.944447006,0.372945572,-0.132528535,-1.334330729,-10.7184946,0,2.143187927,,-0.630000762,0.405143525,-0.742630681,-0.198873604,2.612007277,-1.272564732,1.260215399
VC0094 - ubiA - 4-hydroxybenzoate octaprenyltransferase,0.823434642,0.77994853,0.22723996,-0.48150635,-0.16907026,0.240984192,0.319382277,0.622114806,-0.003344994,-0.021137455,1.644877549,-0.639755047,0.064362565,0.63460871,-0.294176578,-0.15325428,-0.331016172,0.145569364,-0.773074942,-1.225888275,-0.476193481,-0.405231237,-0.144390359,-1.077466337,-1.404828669,1.019618489,2.230663376,-0.047709429,0.168742897,0.177184579,-0.855149892,0.478247498,-0.381443638,0.362235383,-0.54764148,0.218151463,-1.202420537,0.83186482,-0.88232962,-0.171885236,0.426978716,-0.072102175,-0.007204618,1.097913043,-0.109890842,0.202862164,-0.263956999,-0.686502265,0.460590926,0.884254656,0.258313754,-0.548385711,0.832485035,-1.093913419,-0.412936073,0.111876105,-0.545007421,1.129543747,0.612351007,0.054685823,0.016245429,-0.750729862,0.652644135,0.789253914,-1.901915703,-0.475560941,-0.049084892,-0.283099039,-0.070105072,-0.204383628,0.355768619,-0.894567208,0.166168266,0.342102847,1.534089268,0.37858575,0.627568533,1.360638961,-0.002858101,0.614731066,0.252247999,0.377906045,0.955220109,0.710942038,-2.04858304,-0.85198517,1.730932438,-0.353473602,0.192428594,,-0.142951749,0.185405807,-0.809656235,0,,,,1.381774461,,4.550365846,0,0,4.609883796,3.177807614,12.07867521,0
VC0095 - ubiC - chorismate--pyruvate lyase,-0.432083777,1.712056716,-0.750421393,0.607454371,-0.98482641,0.230133678,-0.723918516,-0.841870562,-1.112028474,-1.172765123,0.996765622,-0.317174482,-1.195516622,-0.121987906,1.327484915,0.162252473,-1.008418949,-0.532182598,0.318239583,1.200867888,-0.632994626,0.28576799,-1.169446749,0.675210931,-1.382426171,-0.093489738,-0.666427324,-1.461798097,-0.219302843,-1.158867815,-0.647899509,-0.533619716,-1.26508911,-1.09483161,-1.357177186,0.569269811,-0.916174778,1.182361623,0.255337874,-0.121697344,0.936510224,0.185204319,-0.011285587,2.953107603,-0.117097519,-0.247307917,-0.446690009,0.466934902,-0.405858714,-1.395760551,0.260487319,0.701930369,0.348646949,-0.775644945,-0.123590776,-0.266751584,-0.241869207,-0.262417025,-0.05559889,-0.709292233,0.763293993,0.810415299,-0.155784528,0.352187224,0.119795135,-1.019156141,-1.919483929,-0.936244672,-0.263726031,-0.639353237,0.639551505,-0.176140992,0.822925329,-0.766387132,-0.162757498,1.740034765,1.357456108,0.408496551,-0.420237559,-0.779568533,0.490780357,-0.822317441,0.327678785,1.165402076,0.368456585,2.096503271,-0.346927199,-0.523557544,-0.424810261,-5.719905123,-1.561501277,0.131946984,0.792509013,-2.549003233,-1.045415929,,1.633314999,-1.432152429,-2.184796691,-1.064194118,3.180445313,3.272939316,1.133063728,-2.12162233,1.908227495,-0.186980169
VC0096 - ukn - hypothetical protein,-0.653679461,-1.676316996,0.417366591,-0.745345894,0.524473908,0.073641311,-0.620531469,-0.79536497,0.253433121,0.966756118,-0.122265477,-1.044933706,0.50455133,-0.778282552,0.211765673,-0.180310973,1.645738563,0.965609943,0.547446075,1.56886512,0.832500935,0.842340933,-0.924816464,0.961801558,0.352081414,-0.021238434,0.637003872,1.230172876,-0.979835038,-0.711281694,1.611764561,2.250454017,0.078259106,1.094330344,0.337762832,-1.378595435,0.61796887,-0.236688387,-0.010876402,-1.94436077,0.835378353,0.748050142,-0.03374416,0.232204429,-0.794946385,-1.046052449,0.298758438,-0.880520036,-0.599244554,-0.681979122,-0.327900587,-0.07734466,-0.459367587,0.425991456,0.689923199,0.353066179,1.541207715,1.214714848,-0.001200628,-0.018515077,-0.389212326,-0.836882122,0.402304026,0.513136149,-0.312091995,-1.129927318,-0.520233893,-0.792266251,-0.247441437,-0.442182585,-0.797506223,0.339460124,0.924868834,0.475556147,-0.480897405,-0.422652603,-0.133067795,-0.940430324,0.169147682,0.287057483,-1.085632912,2.297343426,-1.180645247,0.272004928,-0.650558526,-0.982044092,0.68389374,-0.649668079,1.764674285,0.036094929,1.007039054,0.755416567,1.450979021,-0.145116288,0.18674202,,1.910240977,-0.548519806,-0.637571482,0,2.98259056,1.831448234,-1.266878792,-0.692311313,2.105044203,-0.794289482
"VC0097 - fliL - flagellar protein FliL, putative",-0.42560582,1.314611923,0.49429456,1.581628945,-0.603045048,-0.657286264,-1.123696448,0.063102068,-0.587532045,0.15956937,1.68747108,0.052324014,-1.155115189,0.384192615,0.355433523,0.477088098,-1.380633565,-0.861026916,0.41263969,0.384857894,0.814933411,1.215138123,-0.062425015,1.044513742,1.125585912,-0.211230883,-0.352437455,-1.170387739,-0.399759117,-0.656100572,-0.60095009,-0.838095794,-0.314857761,-0.21484486,-1.376504847,0.254031483,-0.574133335,1.085445351,0.711133789,0.430035156,1.379936046,0.606379963,0.859844592,2.088809184,0.148072498,0.792091745,-0.858260416,0.342675066,-1.074213784,-0.215099206,-0.895327028,-0.19011345,1.278251085,2.37199658,-0.662017345,-0.270820815,-0.367146995,-0.657238827,-0.030419461,1.220627683,0.197960819,0.510001746,0.148726007,0.205475934,-0.550808294,-0.07143651,-0.441212864,-0.430117935,0.070969919,0.069178564,-0.711424335,-0.952365536,-0.268996808,-0.027608678,0.558819297,-0.038525323,0.03309053,-0.363647853,-1.453876257,-0.451356019,-0.272513435,0.911156316,0.340163187,0.554215339,1.134607977,0.843027232,-0.600820922,-0.23686556,-0.599043478,0.142436065,-1.010112233,-0.123297758,-0.819052645,-1.188549318,-0.858387543,,0.281667108,-0.45125653,-0.151932587,-1.266026123,1.746118222,2.157220448,0.695115437,-0.085657795,1.487252263,-1.27701646
VC0098 - tsr - methyl-accepting chemotaxis protein,0.02137672,-2.012352534,1.559318262,-0.213572791,1.207695354,0.160626,-0.200287896,0.108306839,0.901157316,1.74481243,-1.212106203,0.565414745,-0.336032739,-1.57745597,-1.05277114,-1.173879227,0.630234239,0.253977889,-0.024535443,2.723191203,-0.119113568,0.809154476,-1.041119072,1.77060044,0.735702406,0.613273568,0.517520729,0.920412892,0.889690515,0.510892034,0.386289179,0.058321157,-1.99483191,-7.242277019,0.729833414,-0.787756577,0.050971315,1.24908491,-1.232683671,-0.524451523,-1.251263499,0.601425346,-0.85193434,-0.259796947,0.449443451,-1.287017623,0.577824568,-0.839637814,-0.379295171,0.145365247,0.482680725,-0.53151761,1.498129952,-0.27677147,-0.630565392,1.770964722,2.619877031,-0.42882887,1.904360295,-0.553599313,-0.951052543,0.959130651,0.036122144,0.614244512,-0.117902605,0.269090394,-0.56259822,-0.138777223,0.891545623,-0.46347409,-0.296394499,0.28710824,2.779911032,-0.006317927,-1.334377952,-0.476388617,-0.172543096,-2.139734352,0.371497721,0.25580785,0.394201247,-0.52558062,-1.155200299,3.437583053,-1.446516048,-2.392933516,-0.404623559,0.434292756,0.665488362,-1.110100635,-0.198687282,0.686111308,0.653704952,0.883272339,0.165788914,,-0.902821047,-0.60531257,0.579183952,0.101908148,-1.313638942,-1.765575729,-0.583730756,0.924645095,0.003359923,-0.700516458
VC0099 - glpG - glpG protein,2.654898501,-0.510625641,0.964377585,-3.432045633,0.444883641,-0.62420069,-0.716699847,0.388976044,-1.37284043,-0.053050519,-1.625897601,-0.503198777,-2.019529886,-1.41205299,-0.51656245,0.511395753,1.409337034,0.283237812,-0.768072053,1.114320838,-0.548261325,0.761477218,-2.834563878,-0.517777998,0.038820869,-0.979713416,0.352316101,0.368341284,1.639199221,0.911510514,1.486903023,1.168306178,0.7588834,0.622382943,1.989156417,-1.297842329,0.406900935,-0.153970983,-0.151098553,-1.203100588,1.231346238,-0.783845897,-0.228279108,0.290081068,-1.541396933,-0.218539852,-1.290772366,-3.05139359,-0.165086589,0.727334018,-0.930856096,1.446552781,-0.616519669,-1.680709213,-2.603831852,1.53940874,2.810538683,0.810659647,1.372548127,-2.784660866,-2.667434127,-1.135447724,0.893316779,1.201292216,-1.884080137,-0.38644679,-0.861562842,-0.071516974,-0.84109213,-1.268609042,-1.299712826,0.279282427,3.298982827,-2.056754586,-3.504503949,-0.600357551,0.524466951,0.492158914,-0.01607859,0.259431173,-1.089390162,0.524961045,-0.376224548,2.452725236,1.679575687,0.049556504,0.595996002,1.022442969,0.487592876,0.431183153,1.815640019,0.568393042,1.589590646,0,0,,2.097932296,3.107926075,,,0,0,4.7698898,2.035176782,0,0
VC0100 - glpE - glpE protein,-0.215267773,-1.87164871,1.587459996,-0.564336139,1.257933692,-0.574983718,0.594042216,-0.056721506,-1.182833862,-0.852926073,1.513692443,1.028762397,0.675277537,0.029879712,0.467080674,-0.364485367,-0.225782941,1.671422728,1.086719811,0.888249029,0.14528096,0.482399363,-0.958911638,0.642471078,-0.417215458,0.879673046,2.138428502,0.875483588,1.584052073,0.267469536,0.195830917,0.374735185,0.347712361,-6.305437904,1.676184129,0.480856476,0.776328017,0.412072486,-1.520610335,-1.461636499,1.48304776,-1.038218986,1.057033779,-0.305948454,0.105112173,1.380196293,0.555210191,-1.177572982,0.93288727,0.712580363,0.76109874,-1.240409433,0.700304587,-0.117769379,2.15539543,1.175999739,0.829610289,0.490330393,1.051571173,-0.551565735,-0.804831443,-1.396737502,0.2497454,0.15253297,-1.177390613,-0.449413949,0.60733597,0.224677929,-0.356136527,-0.226361962,0.090938281,-0.75135477,0.343328872,0.598015069,-1.464438455,-1.10107899,-0.530412367,0.172619604,0.154435355,-0.029811805,0.297864736,-0.297153306,-0.639454059,0.604169251,-1.104156394,0.900638634,1.351311385,-0.069776807,-0.169102551,0.142844404,0.227916271,1.623522056,1.1415526,-1.86416023,-0.693619003,,0.614039477,-0.004611752,-0.806591708,-0.514123911,0.496803272,-0.861977761,1.71045725,0.88896713,2.788074824,-1.170146807
VC0103 - ycfH - conserved hypothetical protein,-3.174048575,-0.875495295,-0.747917728,-0.858091434,-0.738395475,-2.15207785,0.042654356,1.119734516,-0.901130596,0.095880361,0.37018644,-0.426866221,1.016974517,0.175371455,1.817631741,2.093482152,1.043738044,2.111478617,2.810170463,-0.52838818,1.564274467,1.527619213,-0.015081226,1.357506983,0.392658408,-1.056007424,-1.344069133,-0.991650085,0.544418366,-1.208886234,1.258571088,0.765676654,0.516756728,1.644832613,0.47731889,-0.604919198,1.001314953,-1.200726559,-0.798825241,0.614996384,0.214557822,0.097303613,1.384570683,2.27617264,-2.303790541,-2.737911506,-0.792503949,-2.538061195,-1.869219579,-1.118860435,-1.304760317,-1.785828403,0.349602131,0.479535486,-2.652427567,-0.932158619,0.677263938,1.345745947,1.837103811,-0.63122463,-0.829745973,-0.371885176,0.778919265,-0.220383797,1.593451517,1.235691426,1.458802869,1.292076325,2.255849206,-2.079001641,-2.69463301,0.813893533,-1.915363181,-1.145047504,-1.022424118,0.532187564,0.760473156,0.605942602,-0.294328796,-1.326774938,-1.155926268,0.715758734,2.359019106,0.468612828,-0.215474028,1.009897316,-0.696960321,1.573326749,0.050506088,,2.799060726,0.094704049,-1.02818884,-1.907957029,-0.484823529,-9.569606081,2.217449695,1.810003099,,-1.891126447,3.114314983,-2.337965199,-0.760356952,0.237791055,2.155178211,0.680665456
VC0105 - hemB - delta-aminolevulinic acid dehydratase,-1.040331013,-0.259259649,0.26663024,-0.342140574,0.195962423,0.798100483,-0.910062805,-1.800675608,1.308062615,2.729594717,-1.419401882,-0.124970843,-0.044561481,0.461396746,-0.665222152,0.685846166,-0.497395781,0.147475591,0.01166835,-0.058499562,1.18619489,0.850921316,0.836141889,1.517140032,-0.100007541,-1.133189747,-0.017910736,0.310504383,0.542438805,0.179147013,0.318247571,1.362550793,-0.106636653,0.87881719,-1.376662353,-2.555376579,0.915482255,0.424543357,0.123344331,-0.808116537,-0.298565553,0.69072198,1.502800384,-0.790373977,0.482711354,0.223539147,1.416986863,-0.522317237,-0.105760255,-0.752303195,-1.262186846,0.754254761,-1.009351326,0.894589048,1.347073084,0.482447771,0.445678607,-0.928307769,0.055866864,1.069578959,-1.004286029,1.379799907,-1.131460324,-1.549899958,0.052423502,-1.782867864,-0.393945507,-0.517976385,-1.792139242,-0.434974778,0.313729189,1.6362955,0.20676956,0.666850403,0.26159606,-1.539553704,-0.399981653,-0.293297737,-1.262183962,-0.20970998,0.872507768,1.222974575,-1.471362508,0.866009149,0.414138271,0.155034375,1.335500057,0.358320521,0.379326169,,-0.010720778,0.517948636,0.498833014,1.894168676,1.058877688,-7.844362247,-0.203950099,-0.274259665,,-1.310946771,-0.065495001,-0.727200493,-0.838551841,0.535001382,0.47271921,-1.094855384
